Results from heasarc_fermigtrig: Fermi GBM Trigger Catalog
Coordinate system: Equatorial
|trigger_name|name          |ra        |dec      |time                   |end_time               |trigger_time           |trigger_type|reliability|
|bn241209233 |GRB241209233  |10 21 30.2|+06 18 58|2024-12-09 05:33:32.096|2024-12-09 05:43:46.509|2024-12-09 05:35:44.162|GRB         |     1.0000|
|bn240906246 |SFLARE24090624|11 00 18.2|+06 22 12|2024-09-06 05:51:59.223|2024-09-06 06:01:32.673|2024-09-06 05:54:15.577|SFLARE      |     1.0000|
|bn241114044 |TGF241114044  |16 10 24.0|+06 24 00|2024-11-14 01:01:45.818|2024-11-14 01:12:00.228|2024-11-14 01:04:00.684|TGF         |     1.0000|
|bn241212390 |GRB241212390  |02 57 12.0|+06 33 00|2024-12-12 09:19:39.635|2024-12-12 09:29:45.854|2024-12-12 09:21:48.661|GRB         |     0.9098|
|bn241204152 |GRB241204152  |21 06 00.0|+06 33 00|2024-12-04 03:37:04.176|2024-12-04 03:47:18.590|2024-12-04 03:39:22.515|GRB         |     1.0000|
|bn240905558 |SFLARE24090555|10 57 49.4|+06 37 34|2024-09-05 13:21:12.067|2024-09-05 13:31:26.477|2024-09-05 13:23:28.005|SFLARE      |     1.0000|
|bn240905369 |SFLARE24090536|10 57 08.4|+06 41 47|2024-09-05 08:48:41.737|2024-09-05 08:58:56.147|2024-09-05 08:50:55.563|SFLARE      |     1.0000|
|bn240904905 |SFLARE24090490|10 55 28.1|+06 52 06|2024-09-04 21:41:04.019|2024-09-04 21:51:18.428|2024-09-04 21:43:20.789|SFLARE      |     1.0000|
|bn240904402 |SFLARE24090440|10 53 39.1|+07 03 15|2024-09-04 09:36:52.299|2024-09-04 09:46:58.518|2024-09-04 09:39:03.661|SFLARE      |     1.0000|
|bn240903415 |SFL240903415  |11 13 44.0|+07 07 00|2024-09-03 09:54:56.402|2024-09-03 10:05:10.813|2024-09-03 09:57:08.564|SFLARE      |     0.8941|
|bn240904118 |SFLARE24090411|10 52 37.7|+07 09 33|2024-09-04 02:47:59.364|2024-09-04 02:58:13.774|2024-09-04 02:50:18.598|SFLARE      |     1.0000|
|bn240825390 |TGF240825390  |11 43 48.0|+07 12 00|2024-08-25 09:18:43.814|2024-08-25 09:28:58.224|2024-08-25 09:20:57.800|TGF         |     1.0000|
|bn240825488 |UNCERT24082548|11 43 48.0|+07 12 00|2024-08-25 11:41:09.155|2024-08-25 11:44:22.693|2024-08-25 11:43:24.709|UNCERT      |     1.0000|
|bn240904001 |SFLARE24090400|10 52 12.2|+07 12 09|2024-09-03 23:59:01.821|2024-09-04 00:07:37.925|2024-09-04 00:01:13.983|SFLARE      |     1.0000|
|bn240903666 |SFLARE24090366|10 50 59.5|+07 19 33|2024-09-03 15:56:32.781|2024-09-03 16:06:47.191|2024-09-03 15:58:48.559|SFLARE      |     1.0000|
|bn240903449 |SFLARE24090344|10 50 12.5|+07 24 20|2024-09-03 10:43:41.620|2024-09-03 10:53:56.030|2024-09-03 10:45:56.086|SFLARE      |     1.0000|
|bn240710717 |GRB240710717  |19 01 07.2|+07 31 48|2024-07-10 17:09:31.814|2024-07-10 17:19:46.223|2024-07-10 17:11:47.208|GRB         |     0.8941|
|bn240902921 |SFLARE24090292|10 48 18.0|+07 35 58|2024-09-02 22:03:34.842|2024-09-02 22:13:41.059|2024-09-02 22:05:46.172|SFLARE      |     1.0000|
|bn241209769 |GRB241209769  |03 32 28.8|+07 37 12|2024-12-09 18:24:26.994|2024-12-09 18:34:41.405|2024-12-09 18:26:43.700|GRB         |     0.9412|
|bn240902810 |SFLARE24090281|10 47 54.0|+07 38 23|2024-09-02 19:24:49.587|2024-09-02 19:31:47.386|2024-09-02 19:27:02.229|SFLARE      |     1.0000|
|bn240902727 |SFLARE24090272|10 47 36.0|+07 40 13|2024-09-02 17:25:13.014|2024-09-02 17:35:27.424|2024-09-02 17:27:25.112|SFLARE      |     1.0000|
|bn240902289 |SFLARE24090228|10 46 00.7|+07 49 50|2024-09-02 06:53:45.912|2024-09-02 07:04:00.323|2024-09-02 06:56:01.882|SFLARE      |     1.0000|
|bn240902259 |SFLARE24090225|10 45 54.2|+07 50 30|2024-09-02 06:10:06.044|2024-09-02 06:20:20.454|2024-09-02 06:12:23.934|SFLARE      |     1.0000|
|bn240902224 |SFLARE24090222|10 45 46.8|+07 51 15|2024-09-02 05:20:55.432|2024-09-02 05:31:09.843|2024-09-02 05:23:09.866|SFLARE      |     1.0000|
|bn240801087 |UNRELOC2408010|05 51 04.0|+08 05 00|2024-08-01 02:03:15.814|2024-08-01 02:13:30.226|2024-08-01 02:05:27.912|UNCERT      |     1.0000|
|bn240901306 |SFLARE24090130|10 42 26.9|+08 11 19|2024-09-01 07:17:50.859|2024-09-01 07:28:05.270|2024-09-01 07:20:05.389|SFLARE      |     1.0000|
|bn240411149 |SFLARE24041114|01 19 09.4|+08 20 57|2024-04-11 03:32:44.447|2024-04-11 03:42:58.858|2024-04-11 03:34:58.594|SFLARE      |     1.0000|
|bn240831782 |SFLARE24083178|10 40 33.1|+08 22 42|2024-08-31 18:43:35.608|2024-08-31 18:53:50.019|2024-08-31 18:45:50.842|SFLARE      |     1.0000|
|bn240511634 |LOCLPAR2405116|22 47 09.6|+08 28 12|2024-05-11 15:11:09.587|2024-05-11 15:21:16.216|2024-05-11 15:13:15.950|LOCLPAR     |     1.0000|
|bn240511754 |GRB240511754  |22 26 42.2|+08 30 47|2024-05-11 18:04:03.045|2024-05-11 18:14:17.457|2024-05-11 18:06:20.264|GRB         |     1.0000|
|bn240411709 |SFLARE24041170|01 21 13.0|+08 33 16|2024-04-11 16:58:24.795|2024-04-11 17:01:40.382|2024-04-11 17:00:38.525|SFLARE      |     1.0000|
|bn240411990 |SFLARE24041199|01 22 15.0|+08 39 25|2024-04-11 23:42:53.870|2024-04-11 23:53:08.280|2024-04-11 23:45:11.088|SFLARE      |     1.0000|
|bn240830513 |SFLARE24083051|10 35 56.6|+08 50 09|2024-08-30 12:15:57.348|2024-08-30 12:26:03.566|2024-08-30 12:18:08.550|SFLARE      |     1.0000|
|bn240429949 |UNCERT24042994|13 11 07.2|+08 51 00|2024-04-29 22:44:47.194|2024-04-29 22:55:01.607|2024-04-29 22:47:02.749|UNCERT      |     1.0000|
|bn240830369 |SFLARE24083036|10 35 25.2|+08 53 14|2024-08-30 08:49:43.645|2024-08-30 08:59:58.054|2024-08-30 08:51:58.719|SFLARE      |     1.0000|
|bn240916609 |GRB240916609  |03 45 52.8|+08 58 12|2024-09-16 14:34:31.619|2024-09-16 14:44:46.028|2024-09-16 14:36:45.125|GRB         |     0.9804|
|bn241025546 |GRB241025546  |16 58 45.6|+09 04 12|2024-10-25 13:04:21.946|2024-10-25 13:14:36.357|2024-10-25 13:06:36.092|GRB         |     0.4980|
|bn240610002 |GRB240610002  |19 37 40.8|+09 11 24|2024-06-10 00:01:01.529|2024-06-10 00:11:15.938|2024-06-10 00:03:18.747|GRB         |     0.8510|
|bn240414105 |SFLARE24041410|01 30 03.1|+09 25 26|2024-04-14 02:28:41.062|2024-04-14 02:38:55.657|2024-04-14 02:30:54.817|SFLARE      |     1.0000|
|bn240415875 |UNCERT24041587|01 38 04.0|+09 35 00|2024-04-15 20:58:01.434|2024-04-15 21:08:15.845|2024-04-15 21:00:16.605|UNCERT      |     1.0000|
|bn240415095 |SFLARE24041509|01 33 42.8|+09 46 45|2024-04-15 02:15:08.051|2024-04-15 02:25:22.461|2024-04-15 02:17:20.021|SFLARE      |     1.0000|
|bn240827793 |SFLARE24082779|10 26 02.2|+09 48 11|2024-08-27 18:59:42.280|2024-08-27 19:09:56.690|2024-08-27 19:01:55.402|SFLARE      |     1.0000|
|bn240514249 |TGF240514249  |07 03 48.0|+09 50 00|2024-05-14 05:56:33.757|2024-05-14 06:06:48.169|2024-05-14 05:58:45.631|TGF         |     1.0000|
|bn240415361 |SFLARE24041536|01 34 41.8|+09 52 26|2024-04-15 08:37:30.262|2024-04-15 08:47:44.673|2024-04-15 08:39:44.568|SFLARE      |     1.0000|
|bn240827338 |SFLARE24082733|10 24 22.6|+09 57 47|2024-08-27 08:04:45.241|2024-08-27 08:14:59.651|2024-08-27 08:06:59.707|SFLARE      |     1.0000|
|bn241031676 |SGR241031676  |18 57 43.9|+09 59 00|2024-10-31 16:10:55.543|2024-10-31 16:21:09.954|2024-10-31 16:13:11.641|SGR         |     1.0000|
|bn240828890 |LOCLPAR2408288|14 06 55.9|+10 01 00|2024-08-28 21:19:09.067|2024-08-28 21:25:01.329|2024-08-28 21:21:18.093|LOCLPAR     |     1.0000|
|bn240415798 |SFLARE24041579|01 36 18.8|+10 01 46|2024-04-15 19:06:12.258|2024-04-15 19:16:26.667|2024-04-15 19:08:29.636|SFLARE      |     1.0000|
|bn240415812 |SFLARE24041581|01 36 22.1|+10 02 05|2024-04-15 19:27:27.943|2024-04-15 19:37:42.353|2024-04-15 19:29:43.529|SFLARE      |     1.0000|
|bn240415995 |SFLARE24041599|01 37 02.7|+10 05 59|2024-04-15 23:50:57.737|2024-04-16 00:01:12.146|2024-04-15 23:53:15.947|SFLARE      |     1.0000|
|bn240821775 |GRB240821775  |23 36 55.2|+10 10 48|2024-08-21 18:33:47.224|2024-08-21 18:44:01.634|2024-08-21 18:36:02.602|GRB         |     1.0000|
|bn240417312 |SFLARE24041731|01 41 55.8|+10 33 52|2024-04-17 07:27:28.956|2024-04-17 07:37:43.365|2024-04-17 07:29:41.118|SFLARE      |     1.0000|
|bn240805374 |SFL240805374  |09 06 08.0|+10 41 00|2024-08-05 08:55:54.981|2024-08-05 09:06:09.395|2024-08-05 08:58:14.024|SFLARE      |     0.9490|
|bn240714750 |SFL240714750  |08 01 44.0|+10 47 00|2024-07-14 17:57:56.867|2024-07-14 18:03:49.128|2024-07-14 18:00:14.917|SFLARE      |     0.8118|
|bn240824974 |SFLARE24082497|10 15 43.2|+10 47 09|2024-08-24 23:19:43.741|2024-08-24 23:29:58.151|2024-08-24 23:21:55.679|SFLARE      |     1.0000|
|bn240417975 |SFLARE24041797|01 44 23.6|+10 47 47|2024-04-17 23:21:36.849|2024-04-17 23:31:51.258|2024-04-17 23:23:51.219|SFLARE      |     1.0000|
|bn240418115 |SFLARE24041811|01 44 54.8|+10 50 43|2024-04-18 02:43:07.616|2024-04-18 02:53:22.026|2024-04-18 02:45:19.874|SFLARE      |     1.0000|
|bn240810309 |SFL240810309  |08 36 24.0|+10 55 00|2024-08-10 07:22:18.069|2024-08-10 07:32:32.482|2024-08-10 07:24:34.296|SFLARE      |     0.9216|
|bn240824394 |SFLARE24082439|10 13 35.8|+10 59 06|2024-08-24 09:25:00.892|2024-08-24 09:35:15.302|2024-08-24 09:27:13.310|SFLARE      |     1.0000|
|bn240824008 |SFLARE24082400|10 12 10.6|+11 07 01|2024-08-24 00:09:40.350|2024-08-24 00:19:54.761|2024-08-24 00:11:56.960|SFLARE      |     1.0000|
|bn240823841 |SFLARE24082384|10 11 33.8|+11 10 27|2024-08-23 20:08:43.177|2024-08-23 20:18:57.586|2024-08-23 20:11:00.939|SFLARE      |     1.0000|
|bn240823812 |SFLARE24082381|10 11 27.4|+11 11 03|2024-08-23 19:26:23.597|2024-08-23 19:36:29.815|2024-08-23 19:28:35.183|SFLARE      |     1.0000|
|bn240730811 |SFL240730811  |08 29 56.0|+11 19 00|2024-07-30 19:25:59.987|2024-07-30 19:36:14.656|2024-07-30 19:28:16.567|SFLARE      |     0.9569|
|bn240823151 |SFLARE24082315|10 09 01.4|+11 24 32|2024-08-23 03:35:34.620|2024-08-23 03:45:49.031|2024-08-23 03:37:49.566|SFLARE      |     1.0000|
|bn240823089 |SFLARE24082308|10 08 47.8|+11 25 48|2024-08-23 02:05:37.555|2024-08-23 02:15:51.966|2024-08-23 02:07:52.406|SFLARE      |     1.0000|
|bn240612511 |GRB240612511  |21 55 02.4|+11 28 12|2024-06-12 12:14:03.200|2024-06-12 12:24:16.588|2024-06-12 12:16:17.859|GRB         |     0.9765|
|bn240723382 |SFL240723382  |08 07 28.0|+11 33 00|2024-07-23 09:08:12.291|2024-07-23 09:18:26.701|2024-07-23 09:10:27.206|SFLARE      |     0.9412|
|bn240822542 |SFLARE24082254|10 06 46.8|+11 36 54|2024-08-22 12:57:37.358|2024-08-22 13:07:51.768|2024-08-22 12:59:52.400|SFLARE      |     1.0000|
|bn240819400 |SFL240819400  |10 04 24.0|+11 44 00|2024-08-19 09:33:08.091|2024-08-19 09:43:22.502|2024-08-19 09:35:20.925|SFLARE      |     0.9569|
|bn240813240 |LOCLPAR2408132|09 58 16.1|+11 55 00|2024-08-13 05:44:24.971|2024-08-13 05:50:17.234|2024-08-13 05:46:19.661|LOCLPAR     |     1.0000|
|bn240801728 |SFL240801728  |08 37 32.0|+11 58 00|2024-08-01 17:26:16.152|2024-08-01 17:33:38.528|2024-08-01 17:28:33.626|SFLARE      |     0.9608|
|bn240820714 |SFL240820714  |10 02 56.0|+12 01 00|2024-08-20 17:05:51.422|2024-08-20 17:16:05.833|2024-08-20 17:08:03.968|SFLARE      |     0.9647|
|bn240421633 |SFLARE24042163|01 58 02.3|+12 03 10|2024-04-21 15:08:57.963|2024-04-21 15:18:55.990|2024-04-21 15:11:10.797|SFLARE      |     1.0000|
|bn240821232 |SFLARE24082123|10 01 56.9|+12 03 15|2024-08-21 05:31:53.497|2024-08-21 05:42:07.907|2024-08-21 05:34:09.819|SFLARE      |     1.0000|
|bn241016073 |GRB241016073  |04 42 26.4|+12 07 12|2024-10-16 01:43:17.703|2024-10-16 01:47:31.660|2024-10-16 01:45:33.514|GRB         |     0.9725|
|bn240820896 |SFLARE24082089|10 00 42.5|+12 09 58|2024-08-20 21:30:34.253|2024-08-20 21:38:43.732|2024-08-20 21:30:42.765|SFLARE      |     1.0000|
|bn240820517 |SFLARE24082051|09 59 18.0|+12 17 30|2024-08-20 12:21:45.749|2024-08-20 12:32:00.160|2024-08-20 12:24:03.735|SFLARE      |     1.0000|
|bn240913488 |GRB240913488  |00 58 19.2|+12 18 36|2024-09-13 11:40:17.748|2024-09-13 11:50:32.159|2024-09-13 11:42:36.118|GRB         |     1.0000|
|bn240819840 |SFLARE24081984|09 56 47.8|+12 30 54|2024-08-19 20:07:23.018|2024-08-19 20:17:37.427|2024-08-19 20:09:39.500|SFLARE      |     1.0000|
|bn240802407 |SFL240802407  |09 41 08.0|+12 33 00|2024-08-02 09:43:52.401|2024-08-02 09:54:06.814|2024-08-02 09:46:07.059|SFLARE      |     0.8588|
|bn240423134 |SFLARE24042313|02 03 40.0|+12 33 22|2024-04-23 03:10:58.504|2024-04-23 03:21:04.722|2024-04-23 03:13:10.090|SFLARE      |     1.0000|
|bn240423179 |SFLARE24042317|02 03 50.1|+12 34 16|2024-04-23 04:15:33.579|2024-04-23 04:23:12.338|2024-04-23 04:17:52.493|SFLARE      |     1.0000|
|bn240423346 |SFLARE24042334|02 04 27.6|+12 37 35|2024-04-23 08:15:22.115|2024-04-23 08:25:36.526|2024-04-23 08:17:40.485|SFLARE      |     1.0000|
|bn240511565 |LOCLPAR2405115|03 04 12.0|+12 38 24|2024-05-11 13:31:38.655|2024-05-11 13:40:14.761|2024-05-11 13:33:49.729|LOCLPAR     |     1.0000|
|bn240423447 |SFLARE24042344|02 04 50.5|+12 39 36|2024-04-23 10:41:42.703|2024-04-23 10:51:57.113|2024-04-23 10:43:54.833|SFLARE      |     1.0000|
|bn240818732 |SFLARE24081873|09 52 41.0|+12 52 38|2024-08-18 17:32:13.012|2024-08-18 17:42:27.423|2024-08-18 17:34:29.079|SFLARE      |     1.0000|
|bn240424109 |SFLARE24042410|02 07 19.7|+12 52 43|2024-04-24 02:34:02.807|2024-04-24 02:44:17.217|2024-04-24 02:36:15.353|SFLARE      |     1.0000|
|bn240627965 |UNCERT24062796|23 34 31.2|+12 58 48|2024-06-27 23:07:44.266|2024-06-27 23:17:58.678|2024-06-27 23:09:57.132|UNCERT      |     1.0000|
|bn240424508 |SFLARE24042450|02 08 49.9|+13 00 35|2024-04-24 12:09:06.764|2024-04-24 12:19:21.174|2024-04-24 12:11:25.806|SFLARE      |     1.0000|
|bn240817067 |SFLARE24081706|09 46 29.0|+13 24 50|2024-08-17 01:33:35.520|2024-08-17 01:43:49.930|2024-08-17 01:35:54.402|SFLARE      |     1.0000|
|bn240816554 |SFLARE24081655|09 44 34.3|+13 34 38|2024-08-16 13:15:30.399|2024-08-16 13:25:44.809|2024-08-16 13:17:42.689|SFLARE      |     1.0000|
|bn240816488 |SFLARE24081648|09 44 19.7|+13 35 53|2024-08-16 11:40:55.345|2024-08-16 11:51:09.755|2024-08-16 11:43:11.187|SFLARE      |     1.0000|
|bn240717274 |SFL240717274  |07 43 40.0|+13 40 00|2024-07-17 06:31:47.956|2024-07-17 06:42:02.367|2024-07-17 06:34:05.814|SFLARE      |     0.8549|
|bn240912526 |LOCLPAR2409125|03 48 12.0|+13 46 00|2024-09-12 12:35:45.147|2024-09-12 12:45:59.556|2024-09-12 12:38:00.317|LOCLPAR     |     1.0000|
|bn240815912 |SFLARE24081591|09 42 10.6|+13 46 49|2024-08-15 21:51:41.780|2024-08-15 22:01:56.191|2024-08-15 21:53:53.847|SFLARE      |     1.0000|
|bn240809380 |SFL240809380  |08 58 52.0|+13 47 00|2024-08-09 09:05:06.628|2024-08-09 09:15:21.040|2024-08-09 09:07:25.062|SFLARE      |     0.9608|
|bn241010743 |GRB241010743  |20 52 14.4|+13 49 12|2024-10-10 17:47:39.766|2024-10-10 17:57:54.179|2024-10-10 17:49:55.960|GRB         |     1.0000|
|bn240913140 |GRB240913140  |04 34 48.0|+13 49 48|2024-09-13 03:19:23.465|2024-09-13 03:29:37.875|2024-09-13 03:21:41.707|GRB         |     0.8824|
|bn240815505 |SFLARE24081550|09 40 39.1|+13 54 30|2024-08-15 12:05:04.599|2024-08-15 12:15:19.009|2024-08-15 12:07:20.601|SFLARE      |     1.0000|
|bn240610543 |LOCLPAR2406105|23 13 00.0|+13 57 36|2024-06-10 12:59:30.767|2024-06-10 13:09:45.176|2024-06-10 13:01:43.889|LOCLPAR     |     1.0000|
|bn241228176 |GRB241228176  |08 08 50.4|+13 58 12|2024-12-28 04:10:48.237|2024-12-28 04:21:02.648|2024-12-28 04:13:05.391|GRB         |     0.9529|
|bn240815224 |SFLARE24081522|09 39 36.0|+13 59 46|2024-08-15 05:21:01.653|2024-08-15 05:31:16.063|2024-08-15 05:23:16.279|SFLARE      |     1.0000|
|bn240815174 |SFLARE24081517|09 39 24.7|+14 00 42|2024-08-15 04:08:37.774|2024-08-15 04:18:52.184|2024-08-15 04:10:51.536|SFLARE      |     1.0000|
|bn240815157 |SFLARE24081515|09 39 20.9|+14 01 02|2024-08-15 03:43:18.806|2024-08-15 03:53:33.216|2024-08-15 03:45:33.272|SFLARE      |     1.0000|
|bn240814723 |SFLARE24081472|09 37 43.4|+14 09 08|2024-08-14 17:19:31.420|2024-08-14 17:29:45.831|2024-08-14 17:21:45.790|SFLARE      |     1.0000|
|bn240814657 |SFLARE24081465|09 37 28.3|+14 10 23|2024-08-14 15:43:31.756|2024-08-14 15:53:46.167|2024-08-14 15:45:46.926|SFLARE      |     1.0000|
|bn240702885 |GRB240702885  |22 47 55.2|+14 10 48|2024-07-02 21:12:36.425|2024-07-02 21:22:50.834|2024-07-02 21:14:50.827|GRB         |     1.0000|
|bn240905186 |GRB240905186  |17 52 00.0|+14 12 00|2024-09-05 04:25:03.690|2024-09-05 04:35:18.100|2024-09-05 04:27:16.140|GRB         |     1.0000|
|bn240814445 |SFLARE24081444|09 36 40.8|+14 14 19|2024-08-14 10:38:33.633|2024-08-14 10:48:48.044|2024-08-14 10:40:50.787|SFLARE      |     1.0000|
|bn240814265 |SFLARE24081426|09 36 00.2|+14 17 40|2024-08-14 06:19:09.908|2024-08-14 06:29:24.320|2024-08-14 06:21:23.415|SFLARE      |     1.0000|
|bn240814254 |SFLARE24081425|09 35 57.6|+14 17 52|2024-08-14 06:03:25.012|2024-08-14 06:13:39.424|2024-08-14 06:05:40.119|SFLARE      |     1.0000|
|bn240819908 |SFL240819908  |10 17 44.0|+14 18 00|2024-08-19 21:45:30.051|2024-08-19 21:55:36.268|2024-08-19 21:47:41.317|SFLARE      |     0.9216|
|bn240814136 |SFLARE24081413|09 35 31.0|+14 20 03|2024-08-14 03:13:00.920|2024-08-14 03:23:15.332|2024-08-14 03:15:13.498|SFLARE      |     1.0000|
|bn240813983 |SFLARE24081398|09 34 56.6|+14 22 53|2024-08-13 23:32:50.746|2024-08-13 23:43:05.157|2024-08-13 23:35:06.556|SFLARE      |     1.0000|
|bn240515939 |LOCLPAR2405159|13 23 19.9|+14 26 00|2024-05-15 22:30:28.463|2024-05-15 22:40:42.875|2024-05-15 22:32:45.681|LOCLPAR     |     1.0000|
|bn240813728 |SFLARE24081372|09 33 59.0|+14 27 36|2024-08-13 17:25:27.660|2024-08-13 17:35:42.072|2024-08-13 17:27:45.230|SFLARE      |     1.0000|
|bn240813673 |SFLARE24081367|09 33 46.8|+14 28 36|2024-08-13 16:07:05.377|2024-08-13 16:17:19.789|2024-08-13 16:09:18.723|SFLARE      |     1.0000|
|bn241221752 |UNCERT24122175|21 09 43.9|+14 34 00|2024-12-21 18:00:27.470|2024-12-21 18:10:41.880|2024-12-21 18:02:44.560|UNCERT      |     1.0000|
|bn240813336 |SFLARE24081333|09 32 30.7|+14 34 48|2024-08-13 08:01:36.292|2024-08-13 08:11:26.128|2024-08-13 08:03:25.670|SFLARE      |     1.0000|
|bn240812547 |SFLARE24081254|09 29 32.4|+14 49 11|2024-08-12 13:05:32.965|2024-08-12 13:15:47.378|2024-08-12 13:07:49.320|SFLARE      |     1.0000|
|bn240812210 |SFLARE24081221|09 28 16.3|+14 55 17|2024-08-12 05:00:27.098|2024-08-12 05:10:41.510|2024-08-12 05:02:44.828|SFLARE      |     1.0000|
|bn240812016 |SFLARE24081201|09 27 32.2|+14 58 47|2024-08-12 00:20:08.303|2024-08-12 00:30:22.716|2024-08-12 00:22:21.074|SFLARE      |     1.0000|
|bn240811989 |SFLARE24081198|09 27 26.2|+14 59 16|2024-08-11 23:42:29.636|2024-08-11 23:52:44.047|2024-08-11 23:44:45.926|SFLARE      |     1.0000|
|bn240811348 |SFLARE24081134|09 25 01.0|+15 10 45|2024-08-11 08:19:33.335|2024-08-11 08:29:47.747|2024-08-11 08:21:47.482|SFLARE      |     1.0000|
|bn240811227 |SFLARE24081122|09 24 33.4|+15 12 56|2024-08-11 05:24:10.746|2024-08-11 05:34:25.158|2024-08-11 05:26:29.149|SFLARE      |     1.0000|
|bn240501937 |SFLARE24050193|02 37 02.3|+15 20 25|2024-05-01 22:27:28.227|2024-05-01 22:37:42.639|2024-05-01 22:29:42.501|SFLARE      |     1.0000|
|bn240810113 |SFLARE24081011|09 20 20.2|+15 32 38|2024-08-10 02:40:01.297|2024-08-10 02:50:15.710|2024-08-10 02:42:19.764|SFLARE      |     1.0000|
|bn240810103 |SFLARE24081010|09 20 18.0|+15 32 48|2024-08-10 02:25:52.455|2024-08-10 02:36:06.867|2024-08-10 02:28:09.673|SFLARE      |     1.0000|
|bn240810038 |SFLARE24081003|09 20 03.4|+15 33 57|2024-08-10 00:52:42.303|2024-08-10 01:02:48.903|2024-08-10 00:54:48.893|SFLARE      |     1.0000|
|bn240810031 |SFLARE24081003|09 20 01.7|+15 34 04|2024-08-10 00:42:36.082|2024-08-10 00:52:50.495|2024-08-10 00:44:48.629|SFLARE      |     1.0000|
|bn240809889 |SFLARE24080988|09 19 29.3|+15 36 34|2024-08-09 21:17:24.540|2024-08-09 21:27:30.760|2024-08-09 21:19:35.615|SFLARE      |     1.0000|
|bn240502872 |SFLARE24050287|02 40 37.1|+15 37 03|2024-05-02 20:52:45.731|2024-05-02 21:03:00.143|2024-05-02 20:55:02.086|SFLARE      |     1.0000|
|bn240809846 |SFLARE24080984|09 19 19.4|+15 37 19|2024-08-09 20:15:59.899|2024-08-09 20:25:33.351|2024-08-09 20:17:36.093|SFLARE      |     1.0000|
|bn240503009 |SFLARE24050300|02 41 08.7|+15 39 28|2024-05-03 00:10:02.370|2024-05-03 00:20:16.782|2024-05-03 00:12:16.517|SFLARE      |     1.0000|
|bn240809654 |SFLARE24080965|09 18 35.8|+15 40 40|2024-08-09 15:39:22.261|2024-08-09 15:49:36.674|2024-08-09 15:41:34.584|SFLARE      |     1.0000|
|bn240503096 |SFLARE24050309|02 41 28.8|+15 41 01|2024-05-03 02:16:06.346|2024-05-03 02:26:20.760|2024-05-03 02:18:20.685|SFLARE      |     1.0000|
|bn240809620 |SFLARE24080962|09 18 28.1|+15 41 15|2024-08-09 14:50:29.546|2024-08-09 15:00:43.958|2024-08-09 14:52:44.396|SFLARE      |     1.0000|
|bn240809550 |SFLARE24080955|09 18 12.0|+15 42 29|2024-08-09 13:09:33.621|2024-08-09 13:19:48.033|2024-08-09 13:11:49.559|SFLARE      |     1.0000|
|bn240503338 |SFLARE24050333|02 42 24.6|+15 45 17|2024-05-03 08:04:35.665|2024-05-03 08:14:50.077|2024-05-03 08:06:54.036|SFLARE      |     1.0000|
|bn240503786 |SFLARE24050378|02 44 07.9|+15 53 07|2024-05-03 18:49:43.261|2024-05-03 18:59:57.674|2024-05-03 18:52:00.480|SFLARE      |     1.0000|
|bn240503857 |SFLARE24050385|02 44 24.2|+15 54 22|2024-05-03 20:31:28.198|2024-05-03 20:41:42.610|2024-05-03 20:33:47.272|SFLARE      |     1.0000|
|bn240503872 |SFLARE24050387|02 44 27.7|+15 54 37|2024-05-03 20:52:54.154|2024-05-03 21:03:08.567|2024-05-03 20:55:10.444|SFLARE      |     1.0000|
|bn240503987 |SFLARE24050398|02 44 54.4|+15 56 38|2024-05-03 23:39:31.372|2024-05-03 23:49:37.592|2024-05-03 23:41:38.351|SFLARE      |     1.0000|
|bn240504022 |SFLARE24050402|02 45 02.4|+15 57 14|2024-05-04 00:29:33.819|2024-05-04 00:39:48.233|2024-05-04 00:31:46.654|SFLARE      |     1.0000|
|bn240808628 |SFLARE24080862|09 14 41.8|+15 58 25|2024-08-08 15:02:23.455|2024-08-08 15:12:37.867|2024-08-08 15:04:42.530|SFLARE      |     1.0000|
|bn240808570 |SFLARE24080857|09 14 28.6|+15 59 25|2024-08-08 13:38:39.645|2024-08-08 13:41:46.017|2024-08-08 13:40:55.200|SFLARE      |     1.0000|
|bn240504255 |SFLARE24050425|02 45 56.2|+16 01 17|2024-05-04 06:04:52.464|2024-05-04 06:15:06.876|2024-05-04 06:07:04.370|SFLARE      |     1.0000|
|bn240808043 |SFLARE24080804|09 12 28.1|+16 08 25|2024-08-08 01:00:04.834|2024-08-08 01:10:19.246|2024-08-08 01:02:23.364|SFLARE      |     1.0000|
|bn241115191 |GRB241115191  |17 09 02.4|+16 12 00|2024-11-15 04:33:16.483|2024-11-15 04:43:30.893|2024-11-15 04:35:33.957|GRB         |     1.0000|
|bn240807777 |SFLARE24080777|09 11 27.4|+16 12 57|2024-08-07 18:37:05.040|2024-08-07 18:47:19.452|2024-08-07 18:39:18.963|SFLARE      |     1.0000|
|bn240504985 |SFLARE24050498|02 48 44.9|+16 13 51|2024-05-04 23:35:29.774|2024-05-04 23:45:44.187|2024-05-04 23:37:44.049|SFLARE      |     1.0000|
|bn240505056 |SFLARE24050505|02 49 01.5|+16 15 05|2024-05-05 01:19:02.188|2024-05-05 01:29:16.601|2024-05-05 01:21:15.790|SFLARE      |     1.0000|
|bn240505125 |SFLARE24050512|02 49 17.3|+16 16 15|2024-05-05 02:57:14.521|2024-05-05 03:07:28.934|2024-05-05 02:59:32.796|SFLARE      |     1.0000|
